一	いち
田苑	でんえん
田虫	たむし
田虫葉	たむしば
田螺	たにし
田遊	たあそび
田遊び	たあそび
田野	でんや
田長	たおさ
田長鳥	たおさどり
田雲雀	たひばり
田鰻	たうなぎ
田鴫	たしぎ
田鵑	ほととぎす
田鶴	つる
田鷸	たしぎ
田麩	でんぶ
由	よし
由々しい	ゆゆしい
由ありげ	よしありげ
由あり気	よしありげ
由る	よる
由有る	よしある
由来	ゆらい
由来を尋ねる	ゆらいをたずねる
由来書	ゆらいしょ
由無き	よしなき
由無し事	よしなしごと
由由しい	ゆゆしい
由緒	ゆいしょ
由縁	ゆえん
甲	きのえ
甲と乙	こうとおつ
甲の薬は乙の毒	こうのくすりはおつのどく
甲イカ	こういか
甲乙	こうおつ
甲乙つけがたい	こうおつつけがたい
甲乙丙	こうおつへい
甲乙丙丁	こうおつへいてい
甲乙付けがたい	こうおつつけがたい
甲乙付け難い	こうおつつけがたい
甲兵	こうへい
甲冑	かっちゅう
甲冑師	かっちゅうし
甲午農民戦争	こうごのうみんせんそう
甲卒	こうそつ
甲声	かんごえ
甲夜	こうや
甲子	かっし
甲子園	こうしえん
甲巡	こうじゅん
甲所	かんどころ
甲掛け	こうがけ
甲斐	かい
甲斐がある	かいがある
甲斐がない	かいがない
甲斐が有る	かいがある
甲斐が無い	かいがない
甲斐性	かいしょう
甲斐無し	かいなし
甲斐甲斐しい	かいがいしい
甲斐路	かいじ
甲板	かんぱん
甲板員	かんぱんいん
甲板渡し	かんぱんわたし
甲殻	こうかく
甲殻綱	こうかくこう
甲殻類	こうかくるい
甲烏賊	こういか
甲状腺	こうじょうせん
甲状腺炎	こうじょうせんえん
甲状軟骨	こうじょうなんこつ
甲種	こうしゅ
甲羅	こうら
甲羅干し	こうらぼし
甲羅蒸	こうらむし
甲羅蒸し	こうらむし
甲胄	かっちゅう
甲虫	かぶとむし
甲虫目	こうちゅうもく
甲蟹	かぶとがに
甲論乙駁	こうろんおつばく
甲走った	かんばしった
甲走る	かんばしる
甲鈑	こうはん
甲鉄	こうてつ
甲鉄板	こうてつばん
甲鉄艦	こうてつかん
甲骨文	こうこつぶん
甲骨文字	こうこつもじ
甲高	こうだか
甲高い	かんだかい
申	さる
申しあげる	もうしあげる
申しつける	もうしつける
申しわけない	もうしわけない
申し上げる	もうしあげる
申し付ける	もうしつける
申し入れ	もうしいれ
申し入れる	もうしいれる
申し兼ねる	もうしかねる
申し出	もうしで
申し出で	もうしで
申し出る	もうしでる
申し出を断る	もうしでをことわる
申し分	もうしぶん
申し分ない	もうしぶんない
申し分のない	もうしぶんのない
申し分の無い	もうしぶんのない
申し分無い	もうしぶんない
申し受ける	もうしうける
申し合い	もうしあい
申し合い稽古	もうしあいげいこ
申し合わせ	もうしあわせ
申し合わせる	もうしあわせる
申し子	もうしご
申し様	もうしよう
申し添える	もうしそえる
申し渡す	もうしわたす
申し立て	もうしたて
申し立てる	もうしたてる
申し立てを聞き届ける	もうしたてをききとどける
申し立て人	もうしたてにん
申し聞かせる	もうしきかせる
申し訳	もうしわけ
申し訳ありません	もうしわけありません
申し訳ございません	もうしわけございません
申し訳ない	もうしわけない
申し訳なさそう	もうしわけなさそう
申し訳無い	もうしわけない
申し越し	もうしこし
申し越す	もうしこす
申し込み	もうしこみ
申し込み〆切	もうしこみしめきり
申し込み書	もうしこみしょ
申し込み締切り	もうしこみしめきり
申し込み順	もうしこみじゅん
申し込む	もうしこむ
申し述べる	もうしのべる
申し送る	もうしおくる
申し遅れる	もうしおくれる
申し遣わす	もうしつかわす
申し開き	もうしひらき
申し開らく	もうしひらく
申し難い	もうしにくい
申す	もうす
申上げる	もうしあげる
申入	もうしいれ
申出	もうしで
申出で	もうしで
申分のない	もうしぶんのない
申分の無い	もうしぶんのない
申合い	もうしあい
申合せ	もうしあわせ
申告	しんこく
申告制	しんこくせい
申告書	しんこくしょ
申告用紙	しんこくようし
申告箱	しんこくばこ
申告納税	しんこくのうぜい
申命記	しんめいき
申年	さるどし
申立	もうしたて
申立て	もうしたて
申立人	もうしたてにん
申請	しんせい
申請人	しんせいじん
申請書	しんせいしょ
申請者	しんせいしゃ
申込	もうしこみ
申込み	もうしこみ
申込み順	もうしこみじゅん
申込む	もうしこむ
申込人	もうしこみにん
申込書	もうしこみしょ
申込締切	もうしこみしめきり
申込者	もうしこみしゃ
申述べる	もうしのべる
申述をする	しんじゅつをする
申達	しんたつ
男	おとこ
男々しい	おおしい
男っぽい	おとこっぽい
男っ振り	おとこっぷり
男っ気	おとこっけ
男に二言はない	おとこににごんはない
男のコ	おとこのこ
男の中の男	おとこのなかのおとこ
男の人	おとこのひと
男の児	おとこのこ
男の子	おとこのこ
男は度胸女は愛敬	おとこはどきょうおんなはあいきょう
男らしい	おとこらしい
男一匹	おとこいっぴき
男伊達	おとこだて
男便所	おとこべんじょ
男優	だんゆう
男児	だんじ
男冥利	おとこみょうり
男出入り	おとこでいり
男前	おとこまえ
男勝り	おとこまさり
男友達	おとこともだち
男囚	だんしゅう
男坂	おとこざか
男声	だんせい
男声合唱	だんせいがっしょう
男女	おとこおんな
男女の別	だんじょのべつ
男女共同参画社会基本法	だんじょきょうどうさんかくしゃかいきほんほう
男女同権	だんじょどうけん
男女差別	だんじょさべつ
男女平等	だんじょびょうどう
男女比	だんじょひ
男好き	おとこずき
男妾	だんしょう
男娼	だんしょう
男嫌い	おとこぎらい
男子	だんし
男子学生	だんしがくせい
男子校	だんしこう
男子用	だんしよう
男子高	だんしこう
男尊女卑	だんそんじょひ
男工	だんこう
男帯	おとこおび
男役	おとこやく
男心	おとこごころ
男性	だんせい
男性ホルモン	だんせいホルモン
男性上位	だんせいじょうい
男性優位論者	だんせいゆういろんしゃ
男性徒	だんせいと
男性本位	だんせいほんい
男性用	だんせいよう
男性的	だんせいてき
男性美	だんせいび
男性観	だんせいかん
男所帯	おとこじょたい
男手	おのこで
男持ち	おとこもち
男持ちの時計	おとこもちのとけい
男振り	おとこぶり
男文字	おとこもじ
男旱	おとこひでり
男根	だんこん
男殺し	おとこごろし
男気	おとこげ
男泣き	おとこなき
男滝	おだき
男爵	だんしゃく
男爵に叙せられる	だんしゃくにじょせられる
男爵夫人	だんしゃくふじん
男爵芋	だんしゃくいも
男爵薯	だんしゃくいも
男物	おとこもの
男狂い	おとこぐるい
男猫	おすねこ
男生徒	だんせいと
男男しい	おおしい
男癖	おとこぐせ
男盛り	おとこざかり
男神	おがみ
男系	だんけい
男結び	おとこむすび
男腹	おとこばら
男色	だんしょく
男衆	おとこしゅう
男装	だんそう
男親	おとこおや
男誑し	おとこたらし
男雛	おびな
男風呂	おとこぶろ
男鰥	おとこやもめ
町	まち
町おこし	まちおこし
町の方針	ちょうのほうしん
町はずれ	まちはずれ
町へ行く	まちへいく
町を貫く路	まちをつらぬくみち
町を通る	まちをとおる
町並	まちなみ
町並み	まちなみ
町中	まちじゅう
町人	ちょうにん
町人根性	ちょうにんこんじょう
町人気質	ちょうにんかたぎ
町人物	ちょうにんもの
町人風情	ちょうにんふぜい
町会	ちょうかい
町内	ちょうない
町内会	ちょうないかい
町制	ちょうせい
町医者	まちいしゃ
町名	ちょうめい
町外れ	まちはずれ
町奉行	まちぶぎょう
町家	ちょうか
町工場	まちこうば
町役人	まちやくにん
町役場	まちやくば
町政	ちょうせい
町方	まちかた
町村	ちょうそん
町村制	ちょうそんせい
町村合併	ちょうそんがっぺい
町村派	まちむらは
町歩	ちょうぶ
町段畝歩	ちょうたんせぶ
町民	ちょうみん
町立	ちょうりつ
町筋	まちすじ
町興し	まちおこし
町角	まちかど
町議会	ちょうぎかい
町起こし	まちおこし
町道場	まちどうじょう
町長	ちょうちょう
画	が
画く	えがく
画す	かくす
画する	かくする
画びょう	かくびょう
画一	かくいつ
画一主義	かくいつしゅぎ
画一化	かくいつか
画一思考	かくいつしこう
画一的	かくいつてき
画世的	かくせいてき
画人	がじん
画仙紙	がせんし
画会	がかい
画伯	がはく
画像	がぞう
画像処理	がぞうしょり
画像処理装置	がぞうしょりそうち
画像診断	がぞうしんだん
画僧	がそう
画匠	がしょう
画商	がしょう
画因	がいん
画報	がほう
画境	がきょう
画壇	がだん
画学	ががく
画学生	ががくせい
